"Species","Pres","Year","Site","Dataset"
"Labroides dimidiatus",1,"2019","Gordons Bay","iNat"
"Hypnos monopterygius",1,"2019","Clifton Gardens","iNat"
"Istigobius hoesei",1,"2019","Kurnell","iNat"
"Latropiscis purpurissatus",1,"2019","Kurnell","iNat"
"Dinolestes lewini",1,"2019","Kurnell","iNat"
"Scorpis lineolata",1,"2019","Clifton Gardens","iNat"
"Coris picta",1,"2019","Shelly Beach","iNat"
"Acanthistius ocellatus",1,"2019","Shelly Beach","iNat"
"Cheilio inermis",1,"2019","Shelly Beach","iNat"
"Nelusetta ayraud",1,"2019","Shelly Beach","iNat"
"Dinolestes lewini",1,"2019","Clifton Gardens","iNat"
"Girella tricuspidata",1,"2019","Clifton Gardens","iNat"
"Trygonoptera imitata",1,"2019","Shelly Beach","iNat"
"Sphyraena obtusata",1,"2019","Clifton Gardens","iNat"
"Eubalichthys bucephalus",1,"2019","Bare Island","iNat"
"Urolophus kapalensis",1,"2019","Bare Island","iNat"
"Aspasmogaster costata",1,"2019","Camp Cove","iNat"
"Abudefduf bengalensis",1,"2019","Camp Cove","iNat"
"Scorpaenodes evides",1,"2019","Camp Cove","iNat"
"Achoerodus viridis",1,"2019","Camp Cove","iNat"
"Cristiceps australis",1,"2019","Camp Cove","iNat"
"Stigmatopora nigra",1,"2019","Camp Cove","iNat"
"Eocallionymus papilio",1,"2019","Camp Cove","iNat"
"Olisthops cyanomelas",1,"2019","Kurnell","iNat"
"Scobinichthys granulatus",1,"2019","Kurnell","iNat"
"Eubalichthys bucephalus",1,"2019","Kurnell","iNat"
"Eubalichthys bucephalus",1,"2019","Gordons Bay","iNat"
"Vincentia novaehollandiae",1,"2019","Camp Cove","iNat"
"Scorpaenodes evides",1,"2019","Kurnell","iNat"
"Eupetrichthys angustipes",1,"2019","Kurnell","iNat"
"Brachaluteres jacksonianus",1,"2019","Kurnell","iNat"
"Trygonorrhina fasciata",1,"2019","Kurnell","iNat"
"Coris picta",1,"2019","Kurnell","iNat"
"Pseudocaranx georgianus",1,"2018","Bare Island","iNat"
"Batrachomoeus dubius",1,"2019","Bare Island","iNat"
"Acanthaluteres vittiger",1,"2017","Bare Island","RLS"
"Acanthopagrus australis",1,"2017","Bare Island","RLS"
"Achoerodus viridis",1,"2017","Bare Island","RLS"
"Atypichthys strigatus",1,"2017","Bare Island","RLS"
"Cheilodactylus fuscus",1,"2017","Bare Island","RLS"
"Cheilodactylus vestitus",1,"2017","Bare Island","RLS"
"Chrysophrys auratus",1,"2017","Bare Island","RLS"
"Enoplosus armatus",1,"2017","Bare Island","RLS"
"Fistularia commersonii",1,"2017","Bare Island","RLS"
"Gerres subfasciatus",1,"2017","Bare Island","RLS"
"Hypoplectrodes maccullochi",1,"2017","Bare Island","RLS"
"Latropiscis purpurissatus",1,"2017","Bare Island","RLS"
"Mecaenichthys immaculatus",1,"2017","Bare Island","RLS"
"Meuschenia trachylepis",1,"2017","Bare Island","RLS"
"Microcanthus strigatus",1,"2017","Bare Island","RLS"
"Notolabrus gymnogenis",1,"2017","Bare Island","RLS"
"Parma microlepis",1,"2017","Bare Island","RLS"
"Pempheris affinis",1,"2017","Bare Island","RLS"
"Pempheris compressa",1,"2017","Bare Island","RLS"
"Prionurus microlepidotus",1,"2017","Bare Island","RLS"
"Pseudocaranx georgianus",1,"2017","Bare Island","RLS"
"Schuettea scalaripinnis",1,"2017","Bare Island","RLS"
"Scorpis lineolata",1,"2017","Bare Island","RLS"
"Trachinops taeniatus",1,"2017","Bare Island","RLS"
"Upeneichthys lineatus",1,"2017","Bare Island","RLS"
"Ostorhinchus limenus",1,"2017","Bare Island","RLS"
"Ophthalmolepis lineolata",1,"2017","Bare Island","RLS"
"Parupeneus spilurus",1,"2017","Bare Island","RLS"
"Seriola lalandi",1,"2017","Bare Island","RLS"
"Acanthaluteres vittiger",1,"2018","Bare Island","RLS"
"Acanthopagrus australis",1,"2018","Bare Island","RLS"
"Acanthurus nigrofuscus",1,"2018","Bare Island","RLS"
"Achoerodus viridis",1,"2018","Bare Island","RLS"
"Ostorhinchus limenus",1,"2018","Bare Island","RLS"
"Atypichthys strigatus",1,"2018","Bare Island","RLS"
"Cheilodactylus fuscus",1,"2018","Bare Island","RLS"
"Cheilodactylus vestitus",1,"2018","Bare Island","RLS"
"Chrysophrys auratus",1,"2018","Bare Island","RLS"
"Enoplosus armatus",1,"2018","Bare Island","RLS"
"Gerres subfasciatus",1,"2018","Bare Island","RLS"
"Girella tricuspidata",1,"2018","Bare Island","RLS"
"Hypoplectrodes maccullochi",1,"2018","Bare Island","RLS"
"Latropiscis purpurissatus",1,"2018","Bare Island","RLS"
"Mecaenichthys immaculatus",1,"2018","Bare Island","RLS"
"Meuschenia freycineti",1,"2018","Bare Island","RLS"
"Meuschenia trachylepis",1,"2018","Bare Island","RLS"
"Microcanthus strigatus",1,"2018","Bare Island","RLS"
"Notolabrus gymnogenis",1,"2018","Bare Island","RLS"
"Ophthalmolepis lineolata",1,"2018","Bare Island","RLS"
"Parma microlepis",1,"2018","Bare Island","RLS"
"Parupeneus spilurus",1,"2018","Bare Island","RLS"
"Pempheris affinis",1,"2018","Bare Island","RLS"
"Pempheris compressa",1,"2018","Bare Island","RLS"
"Pictilabrus laticlavius",1,"2018","Bare Island","RLS"
"Pomacentrus coelestis",1,"2018","Bare Island","RLS"
"Rhabdosargus sarba",1,"2018","Bare Island","RLS"
"Schuettea scalaripinnis",1,"2018","Bare Island","RLS"
"Scorpis lineolata",1,"2018","Bare Island","RLS"
"Trachinops taeniatus",1,"2018","Bare Island","RLS"
"Trachurus novaezelandiae",1,"2018","Bare Island","RLS"
"Upeneichthys lineatus",1,"2018","Bare Island","RLS"
"Upeneus australiae",1,"2018","Bare Island","RLS"
"Zanclus cornutus",1,"2018","Bare Island","RLS"
"Acanthopagrus australis",1,"2017","Camp Cove","RLS"
"Aplodactylus lophodon",1,"2017","Camp Cove","RLS"
"Ostorhinchus limenus",1,"2017","Camp Cove","RLS"
"Atypichthys strigatus",1,"2017","Camp Cove","RLS"
"Dinolestes lewini",1,"2017","Camp Cove","RLS"
"Gerres subfasciatus",1,"2017","Camp Cove","RLS"
"Girella tricuspidata",1,"2017","Camp Cove","RLS"
"Labroides dimidiatus",1,"2017","Camp Cove","RLS"
"Mecaenichthys immaculatus",1,"2017","Camp Cove","RLS"
"Notolabrus gymnogenis",1,"2017","Camp Cove","RLS"
"Ophthalmolepis lineolata",1,"2017","Camp Cove","RLS"
"Parapercis ramsayi",1,"2017","Camp Cove","RLS"
"Parma microlepis",1,"2017","Camp Cove","RLS"
"Parupeneus spilurus",1,"2017","Camp Cove","RLS"
"Pempheris affinis",1,"2017","Camp Cove","RLS"
"Pseudocaranx georgianus",1,"2017","Camp Cove","RLS"
"Schuettea scalaripinnis",1,"2017","Camp Cove","RLS"
"Scorpis lineolata",1,"2017","Camp Cove","RLS"
"Trachinops taeniatus",1,"2017","Camp Cove","RLS"
"Upeneichthys lineatus",1,"2017","Camp Cove","RLS"
"Acanthopagrus australis",1,"2018","Camp Cove","RLS"
"Achoerodus viridis",1,"2018","Camp Cove","RLS"
"Aplodactylus lophodon",1,"2018","Camp Cove","RLS"
"Ostorhinchus limenus",1,"2018","Camp Cove","RLS"
"Atypichthys strigatus",1,"2018","Camp Cove","RLS"
"Cheilodactylus fuscus",1,"2018","Camp Cove","RLS"
"Chromis hypsilepis",1,"2018","Camp Cove","RLS"
"Chrysophrys auratus",1,"2018","Camp Cove","RLS"
"Fistularia commersonii",1,"2018","Camp Cove","RLS"
"Gerres subfasciatus",1,"2018","Camp Cove","RLS"
"Girella tricuspidata",1,"2018","Camp Cove","RLS"
"Hypoplectrodes maccullochi",1,"2018","Camp Cove","RLS"
"Mecaenichthys immaculatus",1,"2018","Camp Cove","RLS"
"Meuschenia trachylepis",1,"2018","Camp Cove","RLS"
"Notolabrus gymnogenis",1,"2018","Camp Cove","RLS"
"Parapercis ramsayi",1,"2018","Camp Cove","RLS"
"Parma microlepis",1,"2018","Camp Cove","RLS"
"Parupeneus spilurus",1,"2018","Camp Cove","RLS"
"Plotosus lineatus",1,"2018","Camp Cove","RLS"
"Prionurus maculatus",1,"2018","Camp Cove","RLS"
"Prionurus microlepidotus",1,"2018","Camp Cove","RLS"
"Pseudocaranx georgianus",1,"2018","Camp Cove","RLS"
"Rhabdosargus sarba",1,"2018","Camp Cove","RLS"
"Scarus ghobban",1,"2018","Camp Cove","RLS"
"Stethojulis interrupta",1,"2018","Camp Cove","RLS"
"Synodus dermatogenys",1,"2018","Camp Cove","RLS"
"Trachinops taeniatus",1,"2018","Camp Cove","RLS"
"Upeneichthys lineatus",1,"2018","Camp Cove","RLS"
"Istigobius hoesei",1,"2018","Camp Cove","RLS"
"Monacanthus chinensis",1,"2018","Camp Cove","RLS"
"Pempheris affinis",1,"2018","Camp Cove","RLS"
"Scobinichthys granulatus",1,"2018","Camp Cove","RLS"
"Scorpis lineolata",1,"2018","Camp Cove","RLS"
"Hypoplectrodes maccullochi",1,"2017","Camp Cove","RLS"
"Istigobius hoesei",1,"2017","Camp Cove","RLS"
"Plagiotremus tapeinosoma",1,"2017","Camp Cove","RLS"
"Rhabdosargus sarba",1,"2017","Camp Cove","RLS"
"Scorpaena jacksoniensis",1,"2017","Camp Cove","RLS"
"Synodus dermatogenys",1,"2017","Camp Cove","RLS"
"Synodus variegatus",1,"2017","Camp Cove","RLS"
"Dinolestes lewini",1,"2018","Camp Cove","RLS"
"Scorpaena jacksoniensis",1,"2018","Camp Cove","RLS"
"Austrolabrus maculatus",1,"2018","Camp Cove","RLS"
"Enneapterygius atrogulare",1,"2018","Camp Cove","RLS"
"Lethrinus nebulosus",1,"2018","Camp Cove","RLS"
"Aplodactylus lophodon",1,"2018","Bare Island","RLS"
"Chromis hypsilepis",1,"2018","Bare Island","RLS"
"Olisthops cyanomelas",1,"2018","Bare Island","RLS"
"Parma unifasciata",1,"2018","Bare Island","RLS"
"Brachaluteres jacksonianus",1,"2018","Bare Island","RLS"
"Plagiotremus tapeinosoma",1,"2018","Bare Island","RLS"
"Ptereleotris monoptera",1,"2018","Bare Island","RLS"
"Scobinichthys granulatus",1,"2018","Bare Island","RLS"
"Stethojulis interrupta",1,"2018","Bare Island","RLS"
"Achoerodus viridis",1,"2017","Shelly Beach","RLS"
"Aplodactylus lophodon",1,"2017","Shelly Beach","RLS"
"Ostorhinchus limenus",1,"2017","Shelly Beach","RLS"
"Atypichthys strigatus",1,"2017","Shelly Beach","RLS"
"Brachaluteres jacksonianus",1,"2017","Shelly Beach","RLS"
"Cheilodactylus fuscus",1,"2017","Shelly Beach","RLS"
"Cheilodactylus vestitus",1,"2017","Shelly Beach","RLS"
"Fistularia commersonii",1,"2017","Shelly Beach","RLS"
"Gerres subfasciatus",1,"2017","Shelly Beach","RLS"
"Halichoeres nebulosus",1,"2017","Shelly Beach","RLS"
"Meuschenia trachylepis",1,"2017","Shelly Beach","RLS"
"Notolabrus gymnogenis",1,"2017","Shelly Beach","RLS"
"Ophthalmolepis lineolata",1,"2017","Shelly Beach","RLS"
"Parma microlepis",1,"2017","Shelly Beach","RLS"
"Pictilabrus laticlavius",1,"2017","Shelly Beach","RLS"
"Pomatomus saltatrix",1,"2017","Shelly Beach","RLS"
"Prionurus microlepidotus",1,"2017","Shelly Beach","RLS"
"Pseudocaranx georgianus",1,"2017","Shelly Beach","RLS"
"Rhabdosargus sarba",1,"2017","Shelly Beach","RLS"
"Scobinichthys granulatus",1,"2017","Shelly Beach","RLS"
"Scorpaena jacksoniensis",1,"2017","Shelly Beach","RLS"
"Trachinops taeniatus",1,"2017","Shelly Beach","RLS"
"Upeneichthys lineatus",1,"2017","Shelly Beach","RLS"
"Acanthurus dussumieri",1,"2017","Shelly Beach","RLS"
"Anampses caeruleopunctatus",1,"2017","Shelly Beach","RLS"
"Latropiscis purpurissatus",1,"2017","Shelly Beach","RLS"
"Parupeneus spilurus",1,"2017","Shelly Beach","RLS"
"Schuettea scalaripinnis",1,"2017","Shelly Beach","RLS"
"Acanthaluteres vittiger",1,"2017","Shelly Beach","RLS"
"Acanthopagrus australis",1,"2017","Shelly Beach","RLS"
"Acanthurus nigrofuscus",1,"2017","Shelly Beach","RLS"
"Lethrinus nebulosus",1,"2017","Shelly Beach","RLS"
"Naso unicornis",1,"2017","Shelly Beach","RLS"
"Olisthops cyanomelas",1,"2017","Shelly Beach","RLS"
"Pseudolabrus guentheri",1,"2017","Shelly Beach","RLS"
"Scorpis lineolata",1,"2017","Shelly Beach","RLS"
"Stethojulis interrupta",1,"2017","Shelly Beach","RLS"
"Girella tricuspidata",1,"2017","Shelly Beach","RLS"
"Zanclus cornutus",1,"2017","Shelly Beach","RLS"
"Ostorhinchus limenus",1,"2018","Shelly Beach","RLS"
"Atypichthys strigatus",1,"2018","Shelly Beach","RLS"
"Brachaluteres jacksonianus",1,"2018","Shelly Beach","RLS"
"Cheilodactylus fuscus",1,"2018","Shelly Beach","RLS"
"Eupetrichthys angustipes",1,"2018","Shelly Beach","RLS"
"Gerres subfasciatus",1,"2018","Shelly Beach","RLS"
"Girella tricuspidata",1,"2018","Shelly Beach","RLS"
"Istigobius hoesei",1,"2018","Shelly Beach","RLS"
"Limnichthys fasciatus",1,"2018","Shelly Beach","RLS"
"Meuschenia trachylepis",1,"2018","Shelly Beach","RLS"
"Monacanthus chinensis",1,"2018","Shelly Beach","RLS"
"Nemadactylus douglasii",1,"2018","Shelly Beach","RLS"
"Notolabrus gymnogenis",1,"2018","Shelly Beach","RLS"
"Olisthops cyanomelas",1,"2018","Shelly Beach","RLS"
"Ophthalmolepis lineolata",1,"2018","Shelly Beach","RLS"
"Parma microlepis",1,"2018","Shelly Beach","RLS"
"Parupeneus spilurus",1,"2018","Shelly Beach","RLS"
"Pictilabrus laticlavius",1,"2018","Shelly Beach","RLS"
"Pseudocaranx georgianus",1,"2018","Shelly Beach","RLS"
"Pseudolabrus guentheri",1,"2018","Shelly Beach","RLS"
"Rhabdosargus sarba",1,"2018","Shelly Beach","RLS"
"Trachinops taeniatus",1,"2018","Shelly Beach","RLS"
"Trygonorrhina fasciata",1,"2018","Shelly Beach","RLS"
"Upeneichthys lineatus",1,"2018","Shelly Beach","RLS"
"Acanthaluteres vittiger",1,"2018","Shelly Beach","RLS"
"Acanthurus dussumieri",1,"2018","Shelly Beach","RLS"
"Acanthurus nigrofuscus",1,"2018","Shelly Beach","RLS"
"Achoerodus viridis",1,"2018","Shelly Beach","RLS"
"Chironemus marmoratus",1,"2018","Shelly Beach","RLS"
"Chromis hypsilepis",1,"2018","Shelly Beach","RLS"
"Enoplosus armatus",1,"2018","Shelly Beach","RLS"
"Kyphosus sydneyanus",1,"2018","Shelly Beach","RLS"
"Prionurus maculatus",1,"2018","Shelly Beach","RLS"
"Schuettea scalaripinnis",1,"2018","Shelly Beach","RLS"
"Scobinichthys granulatus",1,"2018","Shelly Beach","RLS"
"Scorpis lineolata",1,"2018","Shelly Beach","RLS"
"Aplodactylus lophodon",1,"2018","Shelly Beach","RLS"
"Heteroscarus acroptilus",1,"2018","Shelly Beach","RLS"
"Pempheris compressa",1,"2018","Shelly Beach","RLS"
"Trachurus novaezelandiae",1,"2019","Kurnell","RLS"
"Zanclus cornutus",1,"2019","Kurnell","RLS"
"Ostorhinchus limenus",1,"2017","Kurnell","RLS"
"Hypoplectrodes maccullochi",1,"2017","Kurnell","RLS"
"Mecaenichthys immaculatus",1,"2017","Kurnell","RLS"
"Meuschenia trachylepis",1,"2017","Kurnell","RLS"
"Parma microlepis",1,"2017","Kurnell","RLS"
"Pictilabrus laticlavius",1,"2017","Kurnell","RLS"
"Trachinops taeniatus",1,"2017","Kurnell","RLS"
"Upeneichthys lineatus",1,"2017","Kurnell","RLS"
"Austrolabrus maculatus",1,"2017","Kurnell","RLS"
"Cheilodactylus fuscus",1,"2017","Kurnell","RLS"
"Eupetrichthys angustipes",1,"2017","Kurnell","RLS"
"Notolabrus gymnogenis",1,"2017","Kurnell","RLS"
"Ophthalmolepis lineolata",1,"2017","Kurnell","RLS"
"Paraplesiops bleekeri",1,"2017","Kurnell","RLS"
"Pseudolabrus guentheri",1,"2017","Kurnell","RLS"
"Atypichthys strigatus",1,"2017","Kurnell","RLS"
"Canthigaster callisterna",1,"2017","Kurnell","RLS"
"Parupeneus spilurus",1,"2017","Kurnell","RLS"
"Pempheris affinis",1,"2017","Kurnell","RLS"
"Pempheris compressa",1,"2017","Kurnell","RLS"
"Trinorfolkia clarkei",1,"2017","Kurnell","RLS"
"Achoerodus viridis",1,"2017","Kurnell","RLS"
"Scorpis lineolata",1,"2017","Kurnell","RLS"
"Ostorhinchus limenus",1,"2018","Kurnell","RLS"
"Atypichthys strigatus",1,"2018","Kurnell","RLS"
"Cheilodactylus fuscus",1,"2018","Kurnell","RLS"
"Enoplosus armatus",1,"2018","Kurnell","RLS"
"Hypoplectrodes maccullochi",1,"2018","Kurnell","RLS"
"Mecaenichthys immaculatus",1,"2018","Kurnell","RLS"
"Notolabrus gymnogenis",1,"2018","Kurnell","RLS"
"Ophthalmolepis lineolata",1,"2018","Kurnell","RLS"
"Parma microlepis",1,"2018","Kurnell","RLS"
"Pempheris affinis",1,"2018","Kurnell","RLS"
"Pempheris compressa",1,"2018","Kurnell","RLS"
"Pictilabrus laticlavius",1,"2018","Kurnell","RLS"
"Plagiotremus tapeinosoma",1,"2018","Kurnell","RLS"
"Schuettea scalaripinnis",1,"2018","Kurnell","RLS"
"Scorpis lineolata",1,"2018","Kurnell","RLS"
"Stethojulis interrupta",1,"2018","Kurnell","RLS"
"Trachinops taeniatus",1,"2018","Kurnell","RLS"
"Acanthopagrus australis",1,"2018","Kurnell","RLS"
"Achoerodus viridis",1,"2018","Kurnell","RLS"
"Chromis hypsilepis",1,"2018","Kurnell","RLS"
"Parma unifasciata",1,"2018","Kurnell","RLS"
"Prionurus microlepidotus",1,"2018","Kurnell","RLS"
"Trygonoptera testacea",1,"2018","Kurnell","RLS"
"Canthigaster callisterna",1,"2018","Kurnell","RLS"
"Pseudolabrus guentheri",1,"2018","Kurnell","RLS"
"Upeneichthys lineatus",1,"2018","Kurnell","RLS"
"Achoerodus viridis",1,"2019","Kurnell","RLS"
"Aplodactylus lophodon",1,"2019","Kurnell","RLS"
"Ostorhinchus limenus",1,"2019","Kurnell","RLS"
"Atypichthys strigatus",1,"2019","Kurnell","RLS"
"Brachaluteres jacksonianus",1,"2019","Kurnell","RLS"
"Cheilodactylus fuscus",1,"2019","Kurnell","RLS"
"Dinolestes lewini",1,"2019","Kurnell","RLS"
"Eupetrichthys angustipes",1,"2019","Kurnell","RLS"
"Hypoplectrodes maccullochi",1,"2019","Kurnell","RLS"
"Mecaenichthys immaculatus",1,"2019","Kurnell","RLS"
"Meuschenia trachylepis",1,"2019","Kurnell","RLS"
"Notolabrus gymnogenis",1,"2019","Kurnell","RLS"
"Ophthalmolepis lineolata",1,"2019","Kurnell","RLS"
"Parma microlepis",1,"2019","Kurnell","RLS"
"Parma unifasciata",1,"2019","Kurnell","RLS"
"Parupeneus spilurus",1,"2019","Kurnell","RLS"
"Pictilabrus laticlavius",1,"2019","Kurnell","RLS"
"Schuettea scalaripinnis",1,"2019","Kurnell","RLS"
"Trachinops taeniatus",1,"2019","Kurnell","RLS"
"Upeneichthys lineatus",1,"2019","Kurnell","RLS"
"Acanthaluteres vittiger",1,"2019","Kurnell","RLS"
"Pempheris affinis",1,"2019","Kurnell","RLS"
"Pempheris compressa",1,"2019","Kurnell","RLS"
"Scorpis lineolata",1,"2019","Kurnell","RLS"
"Chromis hypsilepis",1,"2019","Kurnell","RLS"
"Cochleoceps orientalis",1,"2019","Kurnell","RLS"
"Enoplosus armatus",1,"2019","Kurnell","RLS"
"Istigobius hoesei",1,"2019","Kurnell","RLS"
"Olisthops cyanomelas",1,"2019","Kurnell","RLS"
"Pseudolabrus guentheri",1,"2019","Kurnell","RLS"
"Achoerodus viridis",1,"2017","Oak Park","RLS"
"Aplodactylus lophodon",1,"2017","Oak Park","RLS"
"Atypichthys strigatus",1,"2017","Oak Park","RLS"
"Cheilodactylus vestitus",1,"2017","Oak Park","RLS"
"Enoplosus armatus",1,"2017","Oak Park","RLS"
"Notolabrus gymnogenis",1,"2017","Oak Park","RLS"
"Ophthalmolepis lineolata",1,"2017","Oak Park","RLS"
"Parma microlepis",1,"2017","Oak Park","RLS"
"Scorpis lineolata",1,"2017","Oak Park","RLS"
"Trachinops taeniatus",1,"2017","Oak Park","RLS"
"Trachurus novaezelandiae",1,"2017","Oak Park","RLS"
"Cheilodactylus fuscus",1,"2017","Oak Park","RLS"
"Dinolestes lewini",1,"2017","Oak Park","RLS"
"Gerres subfasciatus",1,"2017","Oak Park","RLS"
"Microcanthus strigatus",1,"2017","Oak Park","RLS"
"Mulloidichthys vanicolensis",1,"2017","Oak Park","RLS"
"Parma unifasciata",1,"2017","Oak Park","RLS"
"Pempheris affinis",1,"2017","Oak Park","RLS"
"Pempheris compressa",1,"2017","Oak Park","RLS"
"Pseudolabrus guentheri",1,"2017","Oak Park","RLS"
"Schuettea scalaripinnis",1,"2017","Oak Park","RLS"
"Upeneichthys lineatus",1,"2017","Oak Park","RLS"
"Mecaenichthys immaculatus",1,"2017","Oak Park","RLS"
"Olisthops cyanomelas",1,"2017","Oak Park","RLS"
"Scobinichthys granulatus",1,"2017","Oak Park","RLS"
"Plagiotremus tapeinosoma",1,"2017","Oak Park","RLS"
"Plotosus lineatus",1,"2017","Oak Park","RLS"
"Acanthaluteres vittiger",1,"2018","Oak Park","RLS"
"Achoerodus viridis",1,"2018","Oak Park","RLS"
"Aplodactylus lophodon",1,"2018","Oak Park","RLS"
"Atypichthys strigatus",1,"2018","Oak Park","RLS"
"Cheilodactylus vestitus",1,"2018","Oak Park","RLS"
"Dinolestes lewini",1,"2018","Oak Park","RLS"
"Enoplosus armatus",1,"2018","Oak Park","RLS"
"Meuschenia trachylepis",1,"2018","Oak Park","RLS"
"Notolabrus gymnogenis",1,"2018","Oak Park","RLS"
"Olisthops cyanomelas",1,"2018","Oak Park","RLS"
"Ophthalmolepis lineolata",1,"2018","Oak Park","RLS"
"Parma microlepis",1,"2018","Oak Park","RLS"
"Parupeneus spilurus",1,"2018","Oak Park","RLS"
"Pempheris compressa",1,"2018","Oak Park","RLS"
"Plagiotremus tapeinosoma",1,"2018","Oak Park","RLS"
"Scorpis lineolata",1,"2018","Oak Park","RLS"
"Thalassoma lutescens",1,"2018","Oak Park","RLS"
"Trachinops taeniatus",1,"2018","Oak Park","RLS"
"Ostorhinchus limenus",1,"2018","Oak Park","RLS"
"Cheilodactylus fuscus",1,"2018","Oak Park","RLS"
"Chromis hypsilepis",1,"2018","Oak Park","RLS"
"Hypoplectrodes maccullochi",1,"2018","Oak Park","RLS"
"Mecaenichthys immaculatus",1,"2018","Oak Park","RLS"
"Microcanthus strigatus",1,"2018","Oak Park","RLS"
"Paraluteres prionurus",1,"2018","Oak Park","RLS"
"Parma unifasciata",1,"2018","Oak Park","RLS"
"Pempheris affinis",1,"2018","Oak Park","RLS"
"Pempheris multiradiata",1,"2018","Oak Park","RLS"
"Plotosus lineatus",1,"2018","Oak Park","RLS"
"Prionurus microlepidotus",1,"2018","Oak Park","RLS"
"Trachurus novaezelandiae",1,"2018","Oak Park","RLS"
"Upeneichthys lineatus",1,"2018","Oak Park","RLS"
"Monacanthus chinensis",1,"2019","Shiprock","RLS"
"Nelusetta ayraud",1,"2019","Shiprock","RLS"
"Neoodax balteatus",1,"2019","Shiprock","RLS"
"Parablennius intermedius",1,"2019","Shiprock","RLS"
"Parma microlepis",1,"2019","Shiprock","RLS"
"Parupeneus spilurus",1,"2019","Shiprock","RLS"
"Prionurus microlepidotus",1,"2019","Shiprock","RLS"
"Pseudocaranx georgianus",1,"2019","Shiprock","RLS"
"Pseudolabrus guentheri",1,"2019","Shiprock","RLS"
"Scobinichthys granulatus",1,"2019","Shiprock","RLS"
"Scorpaena jacksoniensis",1,"2019","Shiprock","RLS"
"Scorpis lineolata",1,"2019","Shiprock","RLS"
"Siganus fuscescens",1,"2019","Shiprock","RLS"
"Thalassoma lunare",1,"2019","Shiprock","RLS"
"Trachinops taeniatus",1,"2019","Shiprock","RLS"
"Trachurus novaezelandiae",1,"2019","Shiprock","RLS"
"Aplodactylus lophodon",1,"2017","Bare Island","RLS"
"Eupetrichthys angustipes",1,"2017","Bare Island","RLS"
"Olisthops cyanomelas",1,"2017","Bare Island","RLS"
"Pictilabrus laticlavius",1,"2017","Bare Island","RLS"
"Scobinichthys granulatus",1,"2017","Bare Island","RLS"
"Ostorhinchus limenus",1,"2019","Bare Island","RLS"
"Atypichthys strigatus",1,"2019","Bare Island","RLS"
"Brachaluteres jacksonianus",1,"2019","Bare Island","RLS"
"Cheilodactylus fuscus",1,"2019","Bare Island","RLS"
"Chrysophrys auratus",1,"2019","Bare Island","RLS"
"Dinolestes lewini",1,"2019","Bare Island","RLS"
"Eupetrichthys angustipes",1,"2019","Bare Island","RLS"
"Gerres subfasciatus",1,"2019","Bare Island","RLS"
"Hypoplectrodes maccullochi",1,"2019","Bare Island","RLS"
"Mecaenichthys immaculatus",1,"2019","Bare Island","RLS"
"Meuschenia trachylepis",1,"2019","Bare Island","RLS"
"Notolabrus gymnogenis",1,"2019","Bare Island","RLS"
"Ophthalmolepis lineolata",1,"2019","Bare Island","RLS"
"Parma microlepis",1,"2019","Bare Island","RLS"
"Parupeneus spilurus",1,"2019","Bare Island","RLS"
"Trachinops taeniatus",1,"2019","Bare Island","RLS"
"Upeneichthys lineatus",1,"2019","Bare Island","RLS"
"Achoerodus viridis",1,"2019","Bare Island","RLS"
"Aplodactylus lophodon",1,"2019","Bare Island","RLS"
"Canthigaster callisterna",1,"2019","Bare Island","RLS"
"Chaetodon flavirostris",1,"2019","Bare Island","RLS"
"Cheilodactylus vestitus",1,"2019","Bare Island","RLS"
"Chironemus marmoratus",1,"2019","Bare Island","RLS"
"Chromis hypsilepis",1,"2019","Bare Island","RLS"
"Enneapterygius atrogulare",1,"2019","Bare Island","RLS"
"Enoplosus armatus",1,"2019","Bare Island","RLS"
"Kyphosus sydneyanus",1,"2019","Bare Island","RLS"
"Microcanthus strigatus",1,"2019","Bare Island","RLS"
"Parma unifasciata",1,"2019","Bare Island","RLS"
"Pempheris affinis",1,"2019","Bare Island","RLS"
"Pempheris compressa",1,"2019","Bare Island","RLS"
"Prionurus microlepidotus",1,"2019","Bare Island","RLS"
"Schuettea scalaripinnis",1,"2019","Bare Island","RLS"
"Scobinichthys granulatus",1,"2019","Bare Island","RLS"
"Scorpis lineolata",1,"2019","Bare Island","RLS"
"Zanclus cornutus",1,"2019","Bare Island","RLS"
"Optivus agastos",1,"2019","Bare Island","RLS"
"Pempheris multiradiata",1,"2019","Bare Island","RLS"
"Trachinops taeniatus",1,"2018","Gordons Bay","RLS"
"Trygonoptera testacea",1,"2018","Gordons Bay","RLS"
"Upeneichthys lineatus",1,"2018","Gordons Bay","RLS"
"Acanthistius ocellatus",1,"2018","Gordons Bay","RLS"
"Atypichthys strigatus",1,"2018","Gordons Bay","RLS"
"Brachaluteres jacksonianus",1,"2018","Gordons Bay","RLS"
"Cheilodactylus fuscus",1,"2018","Gordons Bay","RLS"
"Chromis hypsilepis",1,"2018","Gordons Bay","RLS"
"Dinolestes lewini",1,"2018","Gordons Bay","RLS"
"Enoplosus armatus",1,"2018","Gordons Bay","RLS"
"Eupetrichthys angustipes",1,"2018","Gordons Bay","RLS"
"Hypoplectrodes maccullochi",1,"2018","Gordons Bay","RLS"
"Labroides dimidiatus",1,"2018","Gordons Bay","RLS"
"Mecaenichthys immaculatus",1,"2018","Gordons Bay","RLS"
